1390.0166574125485, 4.2884622546546467e-14
1390.0423252904504, 4.2910360261565856e-14
1390.0679931683524, 4.2910360261565856e-14
1390.093661046254, 4.2910360261565856e-14
1390.119328924156, 4.2910360261565856e-14
1390.144996802058, 4.2910360261565856e-14
1390.1706646799598, 4.2910360261565856e-14
1390.1963325578618, 4.2910360261565856e-14
1390.2220004357634, 4.2910360261565856e-14
1390.2476683136654, 4.2910360261565856e-14
1390.2733361915673, 4.2910360261565856e-14
1390.2990040694692, 4.2910360261565856e-14
1390.324671947371, 4.2910360261565856e-14
1390.3503398252728, 4.2910360261565856e-14
1390.3760077031748, 4.2910360261565856e-14
1390.4016755810767, 4.2910360261565856e-14
1390.4273434589784, 4.2910360261565856e-14
1390.4530113368803, 4.2910360261565856e-14
1390.4786792147822, 4.2910360261565856e-14
1390.5043470926842, 4.2910360261565856e-14
1390.5300149705859, 4.2910360261565856e-14
1390.5556828484878, 4.2910360261565856e-14
1390.5813507263897, 4.2910360261565856e-14
1390.6070186042916, 4.2910360261565856e-14
1390.6326864821933, 4.2910360261565856e-14
1390.6583543600952, 4.2910360261565856e-14
1390.6840222379972, 4.2910360261565856e-14
1390.709690115899, 4.2910360261565856e-14
1390.7353579938008, 4.2910360261565856e-14
1390.7610258717027, 4.2910360261565856e-14
1390.7866937496046, 4.2910360261565856e-14
1390.8123616275066, 4.2910360261565856e-14
1390.8380295054083, 4.2910360261565856e-14
1390.8636973833102, 4.2910360261565856e-14
1390.889365261212, 4.2910360261565856e-14
1390.915033139114, 4.303928072408275e-14
1390.9407010170157, 4.3052194054330964e-14
1390.9663688949177, 4.3052194054330964e-14
1390.9920367728196, 4.3052194054330964e-14
1391.0177046507215, 4.3052194054330964e-14
1391.0433725286234, 4.3052194054330964e-14
1391.0690404065251, 4.3052194054330964e-14
1391.094708284427, 4.3052194054330964e-14
1391.120376162329, 4.3181540644199207e-14
1391.146044040231, 4.319449665753364e-14
1391.1717119181326, 4.319449665753364e-14
