Target Name,RA,RA Uncertainty,DEC,DEC Uncertainty,Reference Frame,Epoch,RA PM,RA PM units,DEC PM,DEC PM units,Annual Parallax,V-Magnitude,Mag Uncertainty,Other Fluxes,Category,Description,Radial Velocity,Comments
KELT-24,161.90979430216004,1.3699999726668466e-05,71.65587569608,1.3699999726668466e-05,ICRS,2000.0,-56.061,MAS/YR,-34.526,MAS/YR,0.010321799999999999,8.329999923706055,0.03,"G=8.25, NUV=12.97, FUV=18.23",STAR,"[F3-F9, Extra-solar Planetary System]",-5.63,Predicted Lya flux before ISM absorption 1.3e-13;FUV used for buffer time estimate 18.23;deemed INACTIVE on the basis of age > 1;stellar mass 1.27;stellar Teff 6426.00;GALEX fuv mag = 18.23;Rossby number unknown due to no cataloged rotation period;cataloged age of 2 Gyr
TOI-1266,197.99816682201998,1.1500000255182385e-05,65.83380640155,1.1500000255182385e-05,ICRS,2000.0,-150.557,MAS/YR,-25.339,MAS/YR,0.027739999999999997,12.951000213623047,0.049,"G=12.11, NUV=22.86",STAR,"[M V-IV, Extra-solar Planetary System]",-41.58,Predicted Lya flux before ISM absorption 2.2e-14;FUV used for buffer time estimate 29.21;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.44;stellar Teff 3563.00;no GALEX fuv observation;Rossby number estimate of 5.76 based on measured 44.6 d rotation period;cataloged age of 5 Gyr
TOI-1468,16.654064298290002,2.9599999834317714e-05,19.225878717610005,2.9599999834317714e-05,ICRS,2000.0,-42.067,MAS/YR,-222.79,MAS/YR,0.0404516,12.5,0.2,"G=12.10, NUV=18.65",STAR,"[M V-IV, Extra-solar Planetary System]",,Predicted Lya flux before ISM absorption 4.1e-13;FUV used for buffer time estimate 28.66;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.35;stellar Teff 3376.00;GALEX fuv mag > 21.68;Rossby number estimate of 5.75 based on measured 42.5 d rotation period;no cataloged age
TOI-1695,21.92072026551,1.0700000530050602e-05,72.29644065428,1.0700000530050602e-05,ICRS,2000.0,71.628,MAS/YR,40.45,MAS/YR,0.0222257,12.98900032043457,0.081,G=12.13,STAR,"[M V-IV, Extra-solar Planetary System]",-59.46196,Predicted Lya flux before ISM absorption 1.6e-14;FUV used for buffer time estimate 29.34;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.51;stellar Teff 3690.00;GALEX fuv mag > 21.02;Rossby number estimate of 5.85 based on measured 47.7 d rotation period;no cataloged age
TOI-1710,94.28275975625,7.699999514443334e-06,76.2107803864,7.699999514443334e-06,ICRS,2000.0,59.643,MAS/YR,55.668,MAS/YR,0.0123247,9.539999961853027,0.003,"G=9.37, NUV=15.33, FUV=20.61",STAR,"[G V-IV, Extra-solar Planetary System]",-39.4,Predicted Lya flux before ISM absorption 9.2e-14;FUV used for buffer time estimate 20.61;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 1.03;stellar Teff 5684.00;GALEX fuv mag = 20.61;Rossby number estimate of 1.57 based on measured 22.5 d rotation period;cataloged age of 2 Gyr
TOI-1801,175.57655806336,1.52000002344721e-05,23.026853401020002,1.52000002344721e-05,ICRS,2000.0,-204.891,MAS/YR,41.839,MAS/YR,0.0323697,11.40999984741211,0.1,"G=10.83, NUV=20.61",STAR,"[M V-IV, Extra-solar Planetary System]",-0.11,Predicted Lya flux before ISM absorption 1.0e-13;FUV used for buffer time estimate 25.68;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.56;stellar Teff 3863.00;GALEX fuv mag > 21.95;Rossby number estimate of 1.90 based on measured 16.0 d rotation period;cataloged age of 0.7 Gyr
TOI-2018,229.83813785949246,7.199999799922807e-06,29.206174273322773,7.199999799922807e-06,ICRS,2000.0,-141.017,MAS/YR,395.497,MAS/YR,0.0356664,10.211999893188477,0.03,"G=9.72, NUV=18.72, FUV=22.89",STAR,"[K V-IV, Extra-solar Planetary System]",-25.617,Predicted Lya flux before ISM absorption 1.1e-13;FUV used for buffer time estimate 22.89;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.57;stellar Teff 4174.00;GALEX fuv mag = 22.89;Rossby number estimate of 2.76 based on measured 23.5 d rotation period;no cataloged age
TOI-2095,285.63304399688,1.3299999409355223e-05,75.41860559854,1.3299999409355223e-05,ICRS,2000.0,203.466,MAS/YR,-21.401,MAS/YR,0.0238571,13.19,0.2,G=12.09,STAR,"[M V-IV, Extra-solar Planetary System]",-19.94,Predicted Lya flux before ISM absorption 2.0e-14;FUV used for buffer time estimate 29.35;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.44;stellar Teff 3759.00;no GALEX fuv observation;Rossby number estimate of 5.15 based on measured 40.0 d rotation period;cataloged age of 1 Gyr
TOI-2134,271.93519902873004,1.2999999853491317e-05,39.07414550787999,1.2999999853491317e-05,ICRS,2000.0,54.536,MAS/YR,-283.051,MAS/YR,0.0441087,8.933,0.003,"G=8.51, NUV=17.79",STAR,"[K V-IV, Extra-solar Planetary System]",-20.96,Predicted Lya flux before ISM absorption 1.7e-13;FUV used for buffer time estimate 25.59;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.74;stellar Teff 4580.00;GALEX fuv mag > 21.26;Rossby number estimate of 4.56 based on measured 45.8 d rotation period;cataloged age of 4 Gyr
TOI-2136,281.17652453529007,1.3799999578623101e-05,36.56236952657,1.3799999578623101e-05,ICRS,2000.0,-33.809,MAS/YR,177.053,MAS/YR,0.0299756,14.32,0.2,G=12.95,STAR,"[M V-IV, Extra-solar Planetary System]",-28.8,Predicted Lya flux before ISM absorption 2.0e-14;FUV used for buffer time estimate 31.57;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.34;stellar Teff 3342.00;no GALEX fuv observation;Rossby number estimate of 10.21 based on measured 75.0 d rotation period;cataloged age of 5 Gyr
TOI-244,10.570585612360002,1.9400000383029692e-05,-36.71817082717,1.9400000383029692e-05,ICRS,2000.0,-154.88,MAS/YR,45.632,MAS/YR,0.045299799999999994,12.692999839782715,0.069,"G=11.55, NUV=22.58",STAR,"[M V-IV, Extra-solar Planetary System]",15.141,Predicted Lya flux before ISM absorption 3.4e-14;FUV used for buffer time estimate 29.26;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.43;stellar Teff 3433.00;GALEX fuv mag > 22.00;Rossby number estimate of 6.92 based on measured 53.3 d rotation period;cataloged age of 7 Gyr
TOI-2443,40.17863810646167,1.7700000171316788e-05,1.1986778661416666,1.7700000171316788e-05,ICRS,2000.0,283.915,MAS/YR,231.745,MAS/YR,0.0418223,9.694000244140625,0.03,"G=9.04, NUV=18.44",STAR,"[K V-IV, Extra-solar Planetary System]",72.941,Predicted Lya flux before ISM absorption 4.7e-13;FUV used for buffer time estimate 22.49;deemed INACTIVE on the basis of age > 1;stellar mass 0.64;stellar Teff 4375.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;cataloged age of 4 Gyr
TOI-2459,82.14283881028,1.0900000233959872e-05,-39.37311851829999,1.0900000233959872e-05,ICRS,2000.0,88.566,MAS/YR,16.941,MAS/YR,0.0272943,10.770000457763672,0.015,"G=10.17, NUV=19.00, FUV=22.53",STAR,"[K V-IV, Extra-solar Planetary System]",,Predicted Lya flux before ISM absorption 1.2e-13;FUV used for buffer time estimate 22.53;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.66;stellar Teff 4195.00;GALEX fuv mag = 22.53;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-257,47.516592912910006,1.4199999895936344e-05,-50.83238342347,1.4199999895936344e-05,ICRS,2000.0,97.986,MAS/YR,27.924,MAS/YR,0.0130107,7.539999961853027,0.03,"G=7.43, NUV=13.58, FUV=19.16",STAR,"[F3-F9, Extra-solar Planetary System]",0.05,Predicted Lya flux before ISM absorption 1.2e-13;FUV used for buffer time estimate 19.16;deemed ACTIVE due to the absence of information indicating otherwise;stellar mass 1.41;stellar Teff 6095.00;GALEX fuv mag = 19.16;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-444,64.18412247925,7.60000011723605e-06,-26.76590573528,7.60000011723605e-06,ICRS,2000.0,-25.766,MAS/YR,-116.434,MAS/YR,0.0174049,9.890000343322754,0.03,"G=9.61, NUV=16.63, FUV=21.03",STAR,"[K V-IV, Extra-solar Planetary System]",0.63,Predicted Lya flux before ISM absorption 1.5e-13;FUV used for buffer time estimate 21.03;deemed ACTIVE on the basis of fuv more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.96;stellar Teff 5225.00;GALEX fuv mag = 21.03;Rossby number estimate of 1.00 based on measured 13.0 d rotation period;cataloged age of 0.6 Gyr
TOI-620,142.1732879093604,2.4800001483527012e-05,-12.165486849276945,2.4800001483527012e-05,ICRS,2000.0,35.858,MAS/YR,-389.785,MAS/YR,0.0302902,12.26200008392334,0.024,"G=11.31, NUV=21.02",STAR,"[M V-IV, Extra-solar Planetary System]",5.4,Predicted Lya flux before ISM absorption 7.4e-14;FUV used for buffer time estimate 25.27;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.58;stellar Teff 3708.00;GALEX fuv mag > 21.67;Rossby number estimate of 1.05 based on measured 9.0 d rotation period;cataloged age of 7 Gyr
TOI-700,97.09678555474,2.8500000553322025e-05,-65.57931123553,2.8500000553322025e-05,ICRS,2000.0,-102.641,MAS/YR,161.748,MAS/YR,0.0321328,13.076000213623047,0.069,G=12.06,STAR,"[M V-IV, Extra-solar Planetary System]",-4.4,Predicted Lya flux before ISM absorption 2.7e-14;FUV used for buffer time estimate 29.70;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.41;stellar Teff 3459.00;GALEX fuv mag > 21.20;Rossby number estimate of 7.06 based on measured 54.0 d rotation period;cataloged age of 2 Gyr
TOI-712,92.93613592840002,9.299999874201603e-06,-65.82597193222,9.299999874201603e-06,ICRS,2000.0,-2.816,MAS/YR,30.974,MAS/YR,0.017043,10.84000015258789,0.021,"G=10.58, NUV=18.97",STAR,"[K V-IV, Extra-solar Planetary System]",3.16,Predicted Lya flux before ISM absorption 1.2e-13;FUV used for buffer time estimate 25.01;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.73;stellar Teff 4622.00;no GALEX fuv observation;Rossby number estimate of 1.26 based on measured 12.5 d rotation period;cataloged age of 0.8 Gyr
TOI-1203,168.22520687765004,9.999999747378752e-06,-34.40674532068,9.999999747378752e-06,ICRS,2000.0,292.971,MAS/YR,-44.538,MAS/YR,0.0153934,8.59000015258789,0.03,"G=8.43, NUV=13.87, FUV=20.71",STAR,"[G V-IV, Extra-solar Planetary System]",72.657,Predicted Lya flux before ISM absorption 9.6e-14;FUV used for buffer time estimate 20.71;deemed INACTIVE on the basis of age > 1;stellar mass 0.89;stellar Teff 5737.00;GALEX fuv mag = 20.71;Rossby number unknown due to no cataloged rotation period;cataloged age of 1e+01 Gyr
TOI-1434,176.38057597441002,1.1699999959091656e-05,65.54098440337,1.1699999959091656e-05,ICRS,2000.0,1.419,MAS/YR,76.521,MAS/YR,0.0264449,8.75,,"G=8.57, NUV=14.87, FUV=22.41",STAR,"[G V-IV, Extra-solar Planetary System]",19.311,Predicted Lya flux before ISM absorption 1.7e-13;FUV used for buffer time estimate 22.41;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.91;stellar Teff 5393.86;GALEX fuv mag = 22.41;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-1451,186.52433222207998,8.299999535665847e-06,61.25904424190999,8.299999535665847e-06,ICRS,2000.0,-5.596,MAS/YR,-26.777,MAS/YR,0.0110085,9.579999923706055,0.003,"G=9.43, NUV=14.95",STAR,"[G V-IV, Extra-solar Planetary System]",-40.73,Predicted Lya flux before ISM absorption 5.3e-14;FUV used for buffer time estimate 21.99;deemed INACTIVE on the basis of age > 1;stellar mass 1.00;stellar Teff 5801.00;GALEX fuv mag > 21.88;Rossby number unknown due to no cataloged rotation period;cataloged age of 4 Gyr
TOI-1643,272.26460389999994,0.01600000075995922,53.2176325,0.01600000075995922,ICRS,2000.0,-49.3,MAS/YR,24.9,MAS/YR,,9.39799976348877,,"G=nan, NUV=17.11, FUV=21.45",STAR,"[K V-IV, Extra-solar Planetary System]",,Predicted Lya flux before ISM absorption 5.4e-14;FUV used for buffer time estimate 21.45;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.77;stellar Teff 4763.00;GALEX fuv mag = 21.45;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-1648,45.40098275952,9.299999874201603e-06,69.22990015803,9.299999874201603e-06,ICRS,2000.0,16.187,MAS/YR,5.43,MAS/YR,0.0143348,10.430000305175781,0.006,"G=10.19, NUV=18.30",STAR,"[K V-IV, Extra-solar Planetary System]",-32.177,Predicted Lya flux before ISM absorption 2.1e-14;FUV used for buffer time estimate 23.66;deemed INACTIVE on the basis of age > 1;stellar mass 0.83;stellar Teff 4850.00;GALEX fuv mag > 21.18;Rossby number unknown due to no cataloged rotation period;cataloged age of 6 Gyr
TOI-1718,112.01813601969002,1.52000002344721e-05,30.322402526609988,1.52000002344721e-05,ICRS,2000.0,-22.175,MAS/YR,-155.676,MAS/YR,0.0192074,8.97239691286954,,G=8.76,STAR,"[G V-IV, Extra-solar Planetary System]",-13.93,Predicted Lya flux before ISM absorption 8.5e-14;FUV used for buffer time estimate 18.96;deemed ACTIVE due to the absence of information indicating otherwise;stellar mass 0.90;stellar Teff 5378.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-1742,257.32853040904,1.0599999768601265e-05,71.8764001413,1.0599999768601265e-05,ICRS,2000.0,24.385,MAS/YR,63.236,MAS/YR,0.013694699999999999,8.859999656677246,0.002,"G=8.74, NUV=14.68, FUV=21.34",STAR,"[G V-IV, Extra-solar Planetary System]",-31.08,Predicted Lya flux before ISM absorption 8.6e-14;FUV used for buffer time estimate 21.34;deemed INACTIVE on the basis of age > 1;stellar mass 1.09;stellar Teff 5815.00;GALEX fuv mag = 21.34;Rossby number unknown due to no cataloged rotation period;cataloged age of 4 Gyr
TOI-1898,144.55560221028,2.2700000045006163e-05,23.546923781260002,2.2700000045006163e-05,ICRS,2000.0,-64.34,MAS/YR,-41.178,MAS/YR,0.0124791,7.860000133514404,0.03,"G=7.76, NUV=13.83, FUV=17.96",STAR,"[F3-F9, Extra-solar Planetary System]",-6.01,Predicted Lya flux before ISM absorption 1.4e-13;FUV used for buffer time estimate 17.96;deemed INACTIVE on the basis of age > 1;stellar mass 1.25;stellar Teff 6241.00;GALEX fuv mag = 17.96;Rossby number unknown due to no cataloged rotation period;cataloged age of 3 Gyr
TOI-2128,256.98262269376,1.140000040322775e-05,32.10548391106,1.140000040322775e-05,ICRS,2000.0,-161.884,MAS/YR,-42.106,MAS/YR,0.0272686,7.22142,0.023,"G=7.08, NUV=13.77, FUV=18.56",STAR,"[F3-F9, Extra-solar Planetary System]",-10.543,Predicted Lya flux before ISM absorption 4.3e-13;FUV used for buffer time estimate 18.56;deemed INACTIVE on the basis of age > 1;stellar mass 1.03;stellar Teff 5968.00;GALEX fuv mag = 18.56;Rossby number unknown due to no cataloged rotation period;cataloged age of 5 Gyr
TOI-214,99.46071487737503,1.3299999409355223e-05,-70.93261298424278,1.3299999409355223e-05,ICRS,2000.0,-149.725,MAS/YR,298.697,MAS/YR,0.0256779,8.680000305175781,,"G=8.51, NUV=14.68, FUV=19.32",STAR,"[G V-IV, Extra-solar Planetary System]",17.703,Predicted Lya flux before ISM absorption 1.5e-13;FUV used for buffer time estimate 19.32;deemed ACTIVE on the basis of fuv more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.89;stellar Teff 5346.20;GALEX fuv mag = 19.32;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-286,90.98360538545002,1.52000002344721e-05,-60.666320166780004,1.52000002344721e-05,ICRS,2000.0,76.33,MAS/YR,-3.399,MAS/YR,0.016870899999999998,9.869999885559082,0.005,"G=9.66, NUV=16.76",STAR,"[K V-IV, Extra-solar Planetary System]",2.58,Predicted Lya flux before ISM absorption 4.7e-14;FUV used for buffer time estimate 26.35;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.83;stellar Teff 5152.00;GALEX fuv mag > 21.43;Rossby number estimate of 3.25 based on measured 36.0 d rotation period;no cataloged age
TOI-4451,274.76040722540006,8.69999985297909e-06,34.04509840368,8.69999985297909e-06,ICRS,2000.0,7.106,MAS/YR,140.675,MAS/YR,0.0112791,9.039999961853027,,"G=8.96, NUV=14.18, FUV=21.19",STAR,"[F3-F9, Extra-solar Planetary System]",-41.3,Predicted Lya flux before ISM absorption 9.8e-14;FUV used for buffer time estimate 21.19;deemed ACTIVE due to the absence of information indicating otherwise;stellar mass 1.16;stellar Teff 6138.00;GALEX fuv mag = 21.19;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-480,88.37865549677001,1.3699999726668466e-05,-16.265010387960004,1.3699999726668466e-05,ICRS,2000.0,-43.179,MAS/YR,-89.895,MAS/YR,0.018423,7.269999980926514,0.03,"G=7.16, NUV=13.95, FUV=18.52",STAR,"[F3-F9, Extra-solar Planetary System]",5.091,Predicted Lya flux before ISM absorption 2.7e-13;FUV used for buffer time estimate 18.52;deemed INACTIVE on the basis of age > 1;stellar mass 1.28;stellar Teff 6174.00;GALEX fuv mag = 18.52;Rossby number unknown due to no cataloged rotation period;cataloged age of 3 Gyr
TOI-5169,154.8690981883,1.920000067912042e-05,6.582972521139999,1.920000067912042e-05,ICRS,2000.0,-41.703,MAS/YR,-47.931,MAS/YR,0.0276037,9.020000457763672,,"G=8.74, NUV=15.95, FUV=21.05",STAR,"[K V-IV, Extra-solar Planetary System]",1.93,Predicted Lya flux before ISM absorption 9.8e-14;FUV used for buffer time estimate 21.05;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.81;stellar Teff 5002.00;GALEX fuv mag = 21.05;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-5388,152.17549896376,1.950000114447903e-05,35.546983462069996,1.950000114447903e-05,ICRS,2000.0,192.38,MAS/YR,133.239,MAS/YR,0.0538975,12.728,0.064,G=11.72,STAR,"[M V-IV, Extra-solar Planetary System]",,Predicted Lya flux before ISM absorption 3.3e-14;FUV used for buffer time estimate 21.02;deemed ACTIVE due to the absence of information indicating otherwise;stellar mass 0.29;stellar Teff 3440.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-5734,111.25596776135002,1.4299999747890979e-05,37.23105934074001,1.4299999747890979e-05,ICRS,2000.0,-27.712,MAS/YR,14.511,MAS/YR,0.0307027,9.609999656677246,0.006,"G=9.20, NUV=17.28, FUV=20.98",STAR,"[K V-IV, Extra-solar Planetary System]",-9.18,Predicted Lya flux before ISM absorption 4.0e-13;FUV used for buffer time estimate 20.98;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.72;stellar Teff 4750.00;GALEX fuv mag = 20.98;Rossby number estimate of 1.13 based on measured 11.1 d rotation period;cataloged age of 0.5 Gyr
TOI-5789,302.77530829271245,1.4299999747890979e-05,16.18799804913028,1.4299999747890979e-05,ICRS,2000.0,-415.062,MAS/YR,398.487,MAS/YR,0.0489262,7.322999954223633,0.023,G=7.11,STAR,"[K V-IV, Extra-solar Planetary System]",-49.3156,Predicted Lya flux before ISM absorption 4.1e-13;FUV used for buffer time estimate 20.83;deemed INACTIVE on the basis of age > 1;stellar mass 0.82;stellar Teff 5185.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;cataloged age of 5 Gyr
TOI-815,155.87188457436,8.50000014906982e-06,-43.83495593586,8.50000014906982e-06,ICRS,2000.0,8.898,MAS/YR,7.248,MAS/YR,0.0168245,10.220000267028809,0.005,"G=9.94, NUV=17.41, FUV=22.25",STAR,"[K V-IV, Extra-solar Planetary System]",-2.97361,Predicted Lya flux before ISM absorption 1.2e-13;FUV used for buffer time estimate 22.25;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.78;stellar Teff 4869.00;GALEX fuv mag = 22.25;Rossby number estimate of 1.47 based on measured 15.3 d rotation period;cataloged age of 0.2 Gyr
TOI-904,89.372309333,9.899999895424116e-06,-83.13020399575,9.899999895424116e-06,ICRS,2000.0,-28.774,MAS/YR,110.928,MAS/YR,0.021709199999999998,12.588,0.069,"G=11.85, NUV=21.76",STAR,"[M V-IV, Extra-solar Planetary System]",1.94,Predicted Lya flux before ISM absorption 3.8e-14;FUV used for buffer time estimate 26.93;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.56;stellar Teff 3770.20;GALEX fuv mag > 21.13;Rossby number estimate of 2.03 based on measured 17.1 d rotation period;cataloged age of 2 Gyr
TOI-1774,148.1605371608517,1.8900000213761814e-05,35.111654251674715,1.8900000213761814e-05,ICRS,2000.0,264.737,MAS/YR,-150.095,MAS/YR,0.018572199999999997,8.25,0.03,"G=8.09, NUV=13.89, FUV=20.44",STAR,"[G V-IV, Extra-solar Planetary System]",-53.594,Predicted Lya flux before ISM absorption 1.1e-13;FUV used for buffer time estimate 20.44;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.99;stellar Teff 5746.00;GALEX fuv mag = 20.44;Rossby number estimate of 1.83 based on measured 25.0 d rotation period;cataloged age of 7 Gyr
K2-18,172.56049060233002,2.2000000171829015e-05,7.588404263470001,2.2000000171829015e-05,ICRS,2000.0,-80.479,MAS/YR,-133.007,MAS/YR,0.0262469,13.5,0.042,G=12.40,STAR,"[M V-IV, Extra-solar Planetary System]",0.6537,Predicted Lya flux before ISM absorption 1.8e-14;FUV used for buffer time estimate 29.58;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.36;stellar Teff 3457.00;no GALEX fuv observation;Rossby number estimate of 5.35 based on measured 39.6 d rotation period;no cataloged age
TOI-1231,156.74789167953168,1.3699999726668466e-05,-52.46942898668028,1.3699999726668466e-05,ICRS,2000.0,-89.394,MAS/YR,361.546,MAS/YR,0.0363896,12.302000045776367,0.2,G=11.36,STAR,"[M V-IV, Extra-solar Planetary System]",70.48,Predicted Lya flux before ISM absorption 1.8e-14;FUV used for buffer time estimate 24.44;deemed INACTIVE on the basis of age > 1;stellar mass 0.48;stellar Teff 3553.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;cataloged age of 5 Gyr
TOI-2194,299.1542764901517,2.1500000002561137e-05,-31.335316995764448,2.1500000002561137e-05,ICRS,2000.0,409.219,MAS/YR,31.538,MAS/YR,0.0511573,8.4399995803833,0.03,"G=8.07, NUV=16.40",STAR,"[K V-IV, Extra-solar Planetary System]",52.9,Predicted Lya flux before ISM absorption 2.3e-13;FUV used for buffer time estimate 21.14;deemed INACTIVE on the basis fuv no more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.74;stellar Teff 4756.00;GALEX fuv mag > 21.14;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-198,2.2681601114545837,2.6199999410891905e-05,-27.122132970265554,2.6199999410891905e-05,ICRS,2000.0,692.224,MAS/YR,90.067,MAS/YR,0.0420592,11.670000076293945,0.014,"G=10.92, NUV=21.67",STAR,"[M V-IV, Extra-solar Planetary System]",19.7,Predicted Lya flux before ISM absorption 5.9e-14;FUV used for buffer time estimate 28.26;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.42;stellar Teff 3801.00;GALEX fuv mag > 21.90;Rossby number estimate of 6.34 based on measured 48.5 d rotation period;cataloged age of 1 Gyr
HAT-P-20,111.91645363367002,1.5499999790336005e-05,24.33653228642,1.5499999790336005e-05,ICRS,2000.0,-5.104,MAS/YR,-96.09,MAS/YR,0.014006500000000002,11.350000381469727,0.023,"G=10.99, NUV=19.87",STAR,"[K V-IV, Extra-solar Planetary System]",-18.81,Predicted Lya flux before ISM absorption 8.0e-14;FUV used for buffer time estimate 25.74;deemed INACTIVE on the basis of Rossby number > 0.5;stellar mass 0.76;stellar Teff 4595.00;GALEX fuv mag > 21.48;Rossby number estimate of 1.42 based on measured 14.5 d rotation period;cataloged age of 7 Gyr
TOI-6965,103.67844228577002,2.1099998775753193e-05,24.24555713617,2.1099998775753193e-05,ICRS,2000.0,-35.839,MAS/YR,-96.668,MAS/YR,0.0321855,6.840000152587891,,G=6.72,STAR,"[F3-F9, Extra-solar Planetary System]",-3.798,Predicted Lya flux before ISM absorption 6.3e-13;FUV used for buffer time estimate 14.65;deemed ACTIVE due to the absence of information indicating otherwise;stellar mass 1.09;stellar Teff 6007.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-406,49.26240063813459,1.3799999578623101e-05,-42.24237153972056,1.3799999578623101e-05,ICRS,2000.0,41.649,MAS/YR,-412.87,MAS/YR,0.0323545,13.793000221252441,,"G=12.54, NUV=21.28, FUV=21.63",STAR,"[M V-IV, Extra-solar Planetary System]",,Predicted Lya flux before ISM absorption 2.4e-13;FUV used for buffer time estimate 21.63;deemed ACTIVE on the basis of fuv more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.32;stellar Teff 3349.00;GALEX fuv mag = 21.63;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-6973,352.2928133357,1.0900000233959872e-05,66.0994123461,1.0900000233959872e-05,ICRS,2000.0,-97.916,MAS/YR,-32.0,MAS/YR,0.0130938,9.40999984741211,,"G=9.22, NUV=15.01",STAR,"[G V-IV, Extra-solar Planetary System]",-59.58,Predicted Lya flux before ISM absorption 5.8e-14;FUV used for buffer time estimate 18.58;deemed ACTIVE due to the absence of information indicating otherwise;stellar mass 0.97;stellar Teff 5626.00;no GALEX fuv observation;Rossby number unknown due to no cataloged rotation period;no cataloged age
TOI-1224,37.19348173985,1.7100001059588976e-05,-80.89922226762,1.7100001059588976e-05,ICRS,2000.0,159.965,MAS/YR,27.171,MAS/YR,0.0268266,13.949999809265137,0.022,"G=12.77, NUV=19.04, FUV=20.46",STAR,"[M V-IV, Extra-solar Planetary System]",14.63,Predicted Lya flux before ISM absorption 2.5e-13;FUV used for buffer time estimate 20.46;deemed ACTIVE on the basis of fuv more than 3x brighter than median for field stars of similar Teff < 5500;stellar mass 0.40;stellar Teff 3326.00;GALEX fuv mag = 20.46;Rossby number estimate of 0.16 based on measured 1.2 d rotation period;cataloged age of 0.2 Gyr
WASP-59,349.6231144777199,9.800000043469481e-06,24.889288494919995,9.800000043469481e-06,ICRS,2000.0,-33.675,MAS/YR,-2.675,MAS/YR,0.0086178,12.779999732971191,0.057,"G=12.30, NUV=21.73",STAR,"[K V-IV, Extra-solar Planetary System]",-56.7976,Predicted Lya flux before ISM absorption 3.8e-14;FUV used for buffer time estimate 22.03;deemed ACTIVE on the basis of age <= 1;stellar mass 0.72;stellar Teff 4650.00;GALEX fuv mag > 21.56;Rossby number unknown due to no cataloged rotation period;cataloged age of 0.5 Gyr
