wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1150.0000,0,0.4725,1.7921e-12,0.079957,0.55246
1150.0125,0,0.4725,3.9706e-12,0.1483,0.6208
1150.0250,0,0.4725,5.2388e-12,0.14827,0.62077
1150.0375,0,0.4725,5.3917e-12,0.14824,0.62074
1150.0500,0,0.4725,5.3891e-12,0.14821,0.62071
1150.0625,0,0.4725,5.3865e-12,0.14818,0.62068
1150.0750,0,0.4725,5.3839e-12,0.14815,0.62065
1150.0875,0,0.4725,5.3813e-12,0.14811,0.62061
1150.1000,0,0.4725,5.3787e-12,0.14808,0.62058
1150.1125,0,0.4725,5.3761e-12,0.14805,0.62055
1150.1250,0,0.4725,5.3735e-12,0.14802,0.62052
1150.1375,0,0.4725,5.3709e-12,0.14799,0.62049
1150.1500,0,0.4725,5.3683e-12,0.14796,0.62046
1150.1625,0,0.4725,5.3657e-12,0.14792,0.62042
1150.1750,0,0.4725,5.3631e-12,0.14789,0.62039
1150.1875,0,0.4725,5.3605e-12,0.14786,0.62036
1150.2000,0,0.4725,5.3579e-12,0.14783,0.62033
1150.2125,0,0.4725,5.3553e-12,0.1478,0.6203
1150.2250,0,0.4725,5.3527e-12,0.14777,0.62027
1150.2375,0,0.4725,5.3501e-12,0.14773,0.62023
1150.2500,0,0.4725,5.3474e-12,0.1477,0.6202
1150.2625,0,0.4725,5.3448e-12,0.14767,0.62017
1150.2750,0,0.4725,5.3422e-12,0.14764,0.62014
1150.2875,0,0.4725,5.3396e-12,0.14761,0.62011
1150.3001,0,0.4725,5.337e-12,0.14757,0.62007
1150.3126,0,0.4725,5.3344e-12,0.14754,0.62004
1150.3251,0,0.4725,5.3317e-12,0.14751,0.62001
1150.3376,0,0.4725,5.3291e-12,0.14748,0.61998
1150.3501,0,0.4725,5.3265e-12,0.14744,0.61994
1150.3626,0,0.4725,5.3239e-12,0.14741,0.61991
1150.3751,0,0.4725,5.3213e-12,0.14738,0.61988
1150.3876,0,0.4725,5.3187e-12,0.14735,0.61985
1150.4001,0,0.4725,5.3168e-12,0.14733,0.61983
1150.4126,0,0.4725,5.3188e-12,0.14753,0.62003
1150.4251,0,0.4725,5.3256e-12,0.14782,0.62032
1150.4376,0,0.4725,5.3342e-12,0.1481,0.6206
1150.4501,0,0.4725,5.343e-12,0.14838,0.62088
1150.4626,0,0.4725,5.3518e-12,0.14867,0.62117
1150.4751,0,0.4725,5.3606e-12,0.14895,0.62145
1150.4876,0,0.4725,5.3693e-12,0.14924,0.62174
1150.5001,0,0.4725,5.3781e-12,0.14952,0.62202
1150.5126,0,0.4725,5.3869e-12,0.14981,0.62231
1150.5252,0,0.4725,5.3957e-12,0.15009,0.62259
1150.5377,0,0.4725,5.4044e-12,0.15038,0.62288
1150.5502,0,0.4725,5.4132e-12,0.15066,0.62316
1150.5627,0,0.4725,5.422e-12,0.15095,0.62345
1150.5752,0,0.4725,5.4308e-12,0.15123,0.62373
1150.5877,0,0.4725,5.4396e-12,0.15152,0.62402
1150.6002,0,0.4725,5.4484e-12,0.1518,0.6243
1150.6127,0,0.4725,5.4571e-12,0.15209,0.62459
1150.6252,0,0.4725,5.4659e-12,0.15238,0.62488
1150.6377,0,0.4725,5.4747e-12,0.15266,0.62516
1150.6502,0,0.4725,5.4835e-12,0.15295,0.62545
1150.6627,0,0.4725,5.4923e-12,0.15324,0.62574
1150.6753,0,0.4725,5.5011e-12,0.15352,0.62602
1150.6878,0,0.4725,5.5099e-12,0.15381,0.62631
1150.7003,0,0.4725,5.5187e-12,0.1541,0.6266
1150.7128,0,0.4725,5.5275e-12,0.15439,0.62689
1150.7253,0,0.4725,5.5363e-12,0.15467,0.62717
1150.7378,0,0.4725,5.5451e-12,0.15496,0.62746
1150.7503,0,0.4725,5.5539e-12,0.15525,0.62775
1150.7628,0,0.4725,5.5627e-12,0.15554,0.62804
1150.7753,0,0.4725,5.5715e-12,0.15583,0.62833
1150.7878,0,0.4725,5.5803e-12,0.15612,0.62862
1150.8004,0,0.4725,5.5891e-12,0.15641,0.62891
1150.8129,0,0.4725,5.5979e-12,0.1567,0.6292
1150.8254,0,0.4725,5.6067e-12,0.15698,0.62948
1150.8379,0,0.4725,5.6155e-12,0.15727,0.62977
1150.8504,0,0.4725,5.6243e-12,0.15756,0.63006
1150.8629,0,0.4725,5.6331e-12,0.15785,0.63035
1150.8754,0,0.4725,5.6419e-12,0.15814,0.63064
1150.8879,0,0.4725,5.6508e-12,0.15843,0.63093
1150.9005,0,0.4725,5.6606e-12,0.15874,0.63124
1150.9130,0,0.4725,5.6753e-12,0.15934,0.63184
1150.9255,0,0.4725,5.6959e-12,0.16002,0.63252
1150.9380,0,0.4725,5.7187e-12,0.16071,0.63321
1150.9505,0,0.4725,5.7417e-12,0.1614,0.6339
1150.9630,0,0.4725,5.7647e-12,0.16209,0.63459
1150.9755,0,0.4725,5.7877e-12,0.16278,0.63528
1150.9880,0,0.4725,5.8106e-12,0.16347,0.63597
1151.0006,0,0.4725,5.8336e-12,0.16416,0.63666
1151.0131,0,0.4725,5.8566e-12,0.16485,0.63735
1151.0256,0,0.4725,5.8796e-12,0.16555,0.63805
1151.0381,0,0.4725,5.9027e-12,0.16624,0.63874
1151.0506,0,0.4725,5.9257e-12,0.16693,0.63943
1151.0631,0,0.4725,5.9487e-12,0.16762,0.64012
1151.0756,0,0.4725,5.9717e-12,0.16832,0.64082
