wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1151.2759,0,0.4725,3.6813e-11,0.32376,0.79626
1151.2884,0,0.4725,3.6946e-11,0.32503,0.79753
1151.3009,0,0.4725,3.708e-11,0.32629,0.79879
1151.3135,0,0.4725,3.7214e-11,0.32756,0.80006
1151.3260,0,0.4725,3.7348e-11,0.32882,0.80132
1151.3385,0,0.4725,3.7482e-11,0.33009,0.80259
1151.3510,0,0.4725,3.7615e-11,0.33136,0.80386
1151.3635,0,0.4725,3.775e-11,0.33263,0.80513
1151.3761,0,0.4725,3.7885e-11,0.3339,0.8064
1151.3886,0,0.4725,3.8022e-11,0.33517,0.80767
1151.4011,0,0.4725,3.8161e-11,0.33645,0.80895
1151.4136,0,0.4725,3.8301e-11,0.3378,0.8103
1151.4261,0,0.4725,3.8443e-11,0.33917,0.81167
1151.4387,0,0.4725,3.8587e-11,0.34055,0.81305
1151.4512,0,0.4725,3.8732e-11,0.34193,0.81443
1151.4637,0,0.4725,3.8877e-11,0.34331,0.81581
1151.4762,0,0.4725,3.9023e-11,0.34469,0.81719
1151.4887,0,0.4725,3.9169e-11,0.34607,0.81857
1151.5013,0,0.4725,3.9314e-11,0.34745,0.81995
1151.5138,0,0.4725,3.946e-11,0.34883,0.82133
1151.5263,0,0.4725,3.9606e-11,0.35021,0.82271
1151.5388,0,0.4725,3.9752e-11,0.3516,0.8241
1151.5513,0,0.4725,3.9897e-11,0.35298,0.82548
1151.5639,0,0.4725,4.0043e-11,0.35437,0.82687
1151.5764,0,0.4725,4.0189e-11,0.35575,0.82825
1151.5889,0,0.4725,4.0335e-11,0.35714,0.82964
1151.6014,0,0.4725,4.0481e-11,0.35853,0.83103
1151.6140,0,0.4725,4.0627e-11,0.35992,0.83242
1151.6265,0,0.4725,4.0773e-11,0.36131,0.83381
1151.6390,0,0.4725,4.0919e-11,0.3627,0.8352
1151.6515,0,0.4725,4.1065e-11,0.36409,0.83659
1151.6640,0,0.4725,4.1211e-11,0.36549,0.83799
1151.6766,0,0.4725,4.1357e-11,0.36688,0.83938
1151.6891,0,0.4725,4.1503e-11,0.36828,0.84078
1151.7016,0,0.4725,4.1649e-11,0.36967,0.84217
1151.7141,0,0.4725,4.1795e-11,0.37107,0.84357
1151.7267,0,0.4725,4.1941e-11,0.37247,0.84497
1151.7392,0,0.4725,4.2087e-11,0.37387,0.84637
1151.7517,0,0.4725,4.2233e-11,0.37527,0.84777
1151.7642,0,0.4725,4.2379e-11,0.37667,0.84917
1151.7768,0,0.4725,4.2525e-11,0.37807,0.85057
1151.7893,0,0.4725,4.2672e-11,0.37947,0.85197
1151.8018,0,0.4725,4.2818e-11,0.38087,0.85337
1151.8143,0,0.4725,4.2964e-11,0.38228,0.85478
1151.8269,0,0.4725,4.311e-11,0.38368,0.85618
1151.8394,0,0.4725,4.3257e-11,0.38509,0.85759
1151.8519,0,0.4725,4.3403e-11,0.3865,0.859
1151.8644,0,0.4725,4.3549e-11,0.38791,0.86041
1151.8770,0,0.4725,4.3694e-11,0.38932,0.86182
1151.8895,0,0.4725,4.3838e-11,0.39073,0.86323
1151.9020,0,0.4725,4.398e-11,0.39213,0.86463
1151.9145,0,0.4725,4.4122e-11,0.39347,0.86597
1151.9271,0,0.4725,4.4261e-11,0.3948,0.8673
1151.9396,0,0.4725,4.44e-11,0.39613,0.86863
1151.9521,0,0.4725,4.4537e-11,0.39746,0.86996
1151.9647,0,0.4725,4.4675e-11,0.3988,0.8713
1151.9772,0,0.4725,4.4812e-11,0.40013,0.87263
1151.9897,0,0.4725,4.4949e-11,0.40146,0.87396
1152.0022,0,0.4725,4.5086e-11,0.4028,0.8753
1152.0148,0,0.4725,4.5223e-11,0.40413,0.87663
1152.0273,0,0.4725,4.5361e-11,0.40547,0.87797
1152.0398,0,0.4725,4.5498e-11,0.40681,0.87931
1152.0524,0,0.4725,4.5635e-11,0.40815,0.88065
1152.0649,0,0.4725,4.5772e-11,0.40949,0.88199
1152.0774,0,0.4725,4.591e-11,0.41083,0.88333
1152.0899,0,0.4725,4.6047e-11,0.41217,0.88467
1152.1025,0,0.4725,4.6184e-11,0.41351,0.88601
1152.1150,0,0.4725,4.6322e-11,0.41485,0.88735
1152.1275,0,0.4725,4.6459e-11,0.4162,0.8887
1152.1401,0,0.4725,4.6597e-11,0.41754,0.89004
1152.1526,0,0.4725,4.6734e-11,0.41889,0.89139
1152.1651,0,0.4725,4.6871e-11,0.42023,0.89273
1152.1776,0,0.4725,4.7009e-11,0.42158,0.89408
1152.1902,0,0.4725,4.7146e-11,0.42293,0.89543
1152.2027,0,0.4725,4.7284e-11,0.42428,0.89678
1152.2152,0,0.4725,4.7421e-11,0.42563,0.89813
1152.2278,0,0.4725,4.7559e-11,0.42698,0.89948
1152.2403,0,0.4725,4.7696e-11,0.42833,0.90083
1152.2528,0,0.4725,4.7834e-11,0.42968,0.90218
1152.2654,0,0.4725,4.7972e-11,0.43103,0.90353
1152.2779,0,0.4725,4.8109e-11,0.43239,0.90489
1152.2904,0,0.4725,4.8247e-11,0.43374,0.90624
1152.3030,0,0.4725,4.8384e-11,0.4351,0.9076
1152.3155,0,0.4725,4.8522e-11,0.43646,0.90896
1152.3280,0,0.4725,4.866e-11,0.43781,0.91031
1152.3406,0,0.4725,4.8797e-11,0.43917,0.91167
1152.3531,0,0.4725,4.8935e-11,0.44053,0.91303
1152.3656,0,0.4725,4.9073e-11,0.44189,0.91439
1152.3782,0,0.4725,4.9209e-11,0.44326,0.91576
1152.3907,0,0.4725,4.9345e-11,0.44462,0.91712
1152.4032,0,0.4725,4.948e-11,0.44597,0.91847
1152.4158,0,0.4725,4.9613e-11,0.44728,0.91978
1152.4283,0,0.4725,4.9746e-11,0.44858,0.92108
1152.4408,0,0.4725,4.9877e-11,0.44988,0.92238
1152.4534,0,0.4725,5.0008e-11,0.45118,0.92368
1152.4659,0,0.4725,5.0139e-11,0.45248,0.92498
1152.4784,0,0.4725,5.0269e-11,0.45378,0.92628
1152.4910,0,0.4725,5.04e-11,0.45508,0.92758
1152.5035,0,0.4725,5.053e-11,0.45639,0.92889
1152.5160,0,0.4725,5.0661e-11,0.45769,0.93019
1152.5286,0,0.4725,5.0792e-11,0.459,0.9315
1152.5411,0,0.4725,5.0922e-11,0.46031,0.93281
1152.5536,0,0.4725,5.1053e-11,0.46161,0.93411
1152.5662,0,0.4725,5.1183e-11,0.46292,0.93542
1152.5787,0,0.4725,5.1314e-11,0.46423,0.93673
1152.5912,0,0.4725,5.1445e-11,0.46554,0.93804
1152.6038,0,0.4725,5.1576e-11,0.46685,0.93935
1152.6163,0,0.4725,5.1706e-11,0.46816,0.94066
1152.6289,0,0.4725,5.1837e-11,0.46948,0.94198
1152.6414,0,0.4725,5.1968e-11,0.47079,0.94329
1152.6539,0,0.4725,5.2099e-11,0.4721,0.9446
1152.6665,0,0.4725,5.2229e-11,0.47342,0.94592
1152.6790,0,0.4725,5.236e-11,0.47473,0.94723
1152.6915,0,0.4725,5.2491e-11,0.47605,0.94855
1152.7041,0,0.4725,5.2622e-11,0.47737,0.94987
1152.7166,0,0.4725,5.2753e-11,0.47869,0.95119
1152.7292,0,0.4725,5.2883e-11,0.48001,0.95251
1152.7417,0,0.4725,5.3014e-11,0.48133,0.95383
1152.7542,0,0.4725,5.3145e-11,0.48265,0.95515
1152.7668,0,0.4725,5.3276e-11,0.48397,0.95647
1152.7793,0,0.4725,5.3407e-11,0.48529,0.95779
1152.7919,0,0.4725,5.3538e-11,0.48661,0.95911
1152.8044,0,0.4725,5.3669e-11,0.48794,0.96044
1152.8169,0,0.4725,5.38e-11,0.48926,0.96176
1152.8295,0,0.4725,5.3931e-11,0.49059,0.96309
1152.8420,0,0.4725,5.4062e-11,0.49192,0.96442
1152.8545,0,0.4725,5.4193e-11,0.49324,0.96574
1152.8671,0,0.4725,5.4324e-11,0.49457,0.96707
1152.8796,0,0.4725,5.4454e-11,0.4959,0.9684
1152.8922,0,0.4725,5.4583e-11,0.49723,0.96973
1152.9047,0,0.4725,5.4711e-11,0.49855,0.97105
1152.9173,0,0.4725,5.4839e-11,0.49984,0.97234
1152.9298,0,0.4725,5.4966e-11,0.50111,0.97361
1152.9423,0,0.4725,5.5092e-11,0.50239,0.97489
1152.9549,0,0.4725,5.5217e-11,0.50367,0.97617
1152.9674,0,0.4725,5.5342e-11,0.50495,0.97745
1152.9800,0,0.4725,5.5467e-11,0.50623,0.97873
1152.9925,0,0.4725,5.5592e-11,0.50752,0.98002
1153.0050,0,0.4725,5.5718e-11,0.5088,0.9813
1153.0176,0,0.4725,5.5843e-11,0.51008,0.98258
1153.0301,0,0.4725,5.5968e-11,0.51137,0.98387
1153.0427,0,0.4725,5.6093e-11,0.51265,0.98515
1153.0552,0,0.4725,5.6218e-11,0.51394,0.98644
1153.0678,0,0.4725,5.6344e-11,0.51523,0.98773
1153.0803,0,0.4725,5.6469e-11,0.51652,0.98902
1153.0928,0,0.4725,5.6594e-11,0.5178,0.9903
1153.1054,0,0.4725,5.6719e-11,0.51909,0.99159
1153.1179,0,0.4725,5.6845e-11,0.52038,0.99288
1153.1305,0,0.4725,5.697e-11,0.52168,0.99418
1153.1430,0,0.4725,5.7095e-11,0.52297,0.99547
1153.1556,0,0.4725,5.7221e-11,0.52426,0.99676
1153.1681,0,0.4725,5.7346e-11,0.52555,0.99805
1153.1806,0,0.4725,5.7472e-11,0.52685,0.99935
1153.1932,0,0.4725,5.7597e-11,0.52814,1.0006
1153.2057,0,0.4725,5.7722e-11,0.52944,1.0019
1153.2183,0,0.4725,5.7848e-11,0.53074,1.0032
1153.2308,0,0.4725,5.7973e-11,0.53204,1.0045
1153.2434,0,0.4725,5.8099e-11,0.53333,1.0058
1153.2559,0,0.4725,5.8224e-11,0.53463,1.0071
1153.2685,0,0.4725,5.835e-11,0.53593,1.0084
1153.2810,0,0.4725,5.8475e-11,0.53723,1.0097
1153.2936,0,0.4725,5.86e-11,0.53854,1.011
1153.3061,0,0.4725,5.8726e-11,0.53984,1.0123
1153.3186,0,0.4725,5.8852e-11,0.54114,1.0136
1153.3312,0,0.4725,5.8977e-11,0.54245,1.0149
1153.3437,0,0.4725,5.9103e-11,0.54375,1.0163
1153.3563,0,0.4725,5.9228e-11,0.54506,1.0176
1153.3688,0,0.4725,5.9352e-11,0.54637,1.0189
1153.3814,0,0.4725,5.9474e-11,0.54767,1.0202
1153.3939,0,0.4725,5.9593e-11,0.54898,1.0215
1153.4065,0,0.4725,5.9709e-11,0.55024,1.0227
1153.4190,0,0.4725,5.9821e-11,0.55135,1.0239
1153.4316,0,0.4725,5.9931e-11,0.55247,1.025
1153.4441,0,0.4725,6.0037e-11,0.55358,1.0261
1153.4567,0,0.4725,6.0142e-11,0.5547,1.0272
1153.4692,0,0.4725,6.0246e-11,0.55581,1.0283
1153.4818,0,0.4725,6.035e-11,0.55693,1.0294
1153.4943,0,0.4725,6.0455e-11,0.55805,1.0305
1153.5069,0,0.4725,6.0559e-11,0.55916,1.0317
1153.5194,0,0.4725,6.0663e-11,0.56028,1.0328
1153.5320,0,0.4725,6.0768e-11,0.5614,1.0339
1153.5445,0,0.4725,6.0872e-11,0.56252,1.035
1153.5571,0,0.4725,6.0976e-11,0.56364,1.0361
1153.5696,0,0.4725,6.1081e-11,0.56476,1.0373
1153.5822,0,0.4725,6.1185e-11,0.56589,1.0384
1153.5947,0,0.4725,6.1289e-11,0.56701,1.0395
1153.6073,0,0.4725,6.1394e-11,0.56813,1.0406
1153.6198,0,0.4725,6.1498e-11,0.56926,1.0418
1153.6324,0,0.4725,6.1602e-11,0.57038,1.0429
1153.6449,0,0.4725,6.1707e-11,0.57151,1.044
1153.6575,0,0.4725,6.1811e-11,0.57263,1.0451
1153.6700,0,0.4725,6.1915e-11,0.57376,1.0463
1153.6826,0,0.4725,6.202e-11,0.57489,1.0474
1153.6951,0,0.4725,6.2124e-11,0.57601,1.0485
1153.7077,0,0.4725,6.2229e-11,0.57714,1.0496
1153.7202,0,0.4725,6.2333e-11,0.57827,1.0508
1153.7328,0,0.4725,6.2437e-11,0.5794,1.0519
1153.7453,0,0.4725,6.2542e-11,0.58053,1.053
1153.7579,0,0.4725,6.2646e-11,0.58166,1.0542
1153.7704,0,0.4725,6.2751e-11,0.5828,1.0553
1153.7830,0,0.4725,6.2855e-11,0.58393,1.0564
1153.7955,0,0.4725,6.296e-11,0.58506,1.0576
1153.8081,0,0.4725,6.3064e-11,0.5862,1.0587
1153.8206,0,0.4725,6.3169e-11,0.58733,1.0598
1153.8332,0,0.4725,6.3273e-11,0.58847,1.061
1153.8457,0,0.4725,6.3378e-11,0.5896,1.0621
1153.8583,0,0.4725,6.3482e-11,0.59074,1.0632
1153.8709,0,0.4725,6.3586e-11,0.59188,1.0644
